GeneId	TCGA-02-0079-01A-03R-0308-07	TCGA-02-0084-01A-03R-0308-07	TCGA-02-2470-01A-01R-0791-07	TCGA-02-2483-01A-01R-0791-07	TCGA-02-2486-01A-01R-0791-07	TCGA-06-0124-01A-01R-0213-07	TCGA-06-0125-01A-01R-0213-07	TCGA-06-0127-01A-01R-0308-07	TCGA-06-0128-01A-01R-0213-07	TCGA-06-0129-01A-01R-0213-07	TCGA-06-0133-01A-02R-0213-07	TCGA-06-0137-01B-02R-0213-07	TCGA-06-0140-01A-01R-0213-07	TCGA-06-0142-01A-01R-0213-07	TCGA-06-0143-01A-01R-0213-07	TCGA-06-0145-01A-05R-0213-07	TCGA-06-0152-01A-02R-0308-07	TCGA-06-0155-01B-01R-0524-07	TCGA-06-0238-01A-02R-0308-07	TCGA-06-0644-01A-02R-0308-07	TCGA-06-0646-01A-01R-0308-07	TCGA-06-1800-01A-01R-0598-07	TCGA-06-1801-01A-02R-0598-07	TCGA-06-1802-01A-01R-0598-07	TCGA-06-1805-01A-01R-0598-07	TCGA-06-2557-01A-01R-0791-07	TCGA-06-2558-01A-01R-0791-07	TCGA-06-2559-01A-01R-0791-07	TCGA-06-2561-01A-02R-0791-07	TCGA-06-2562-01A-01R-0791-07	TCGA-06-2566-01A-01R-0791-07	TCGA-06-2569-01A-01R-0791-07	TCGA-06-2570-01A-01R-0791-07	TCGA-08-0358-01A-01R-0308-07	TCGA-12-0616-01A-01R-0308-07	TCGA-12-0620-01A-01R-0308-07	TCGA-12-1088-01A-01R-0524-07	TCGA-12-1089-01A-01R-0524-07	TCGA-12-1090-01A-01R-0524-07	TCGA-12-1091-01A-01R-0524-07	TCGA-12-1096-01A-01R-0524-07	TCGA-12-1097-01B-01R-0524-07	TCGA-12-1099-01A-01R-0524-07	TCGA-12-1597-01B-01R-0918-07	TCGA-12-1598-01A-01R-0598-07	TCGA-12-1599-01A-01R-0598-07	TCGA-12-1600-01A-01R-0598-07	TCGA-12-1602-01A-01R-0598-07	TCGA-12-3646-01A-01R-0918-07	TCGA-12-3649-01A-01R-0918-07	TCGA-12-3650-01A-01R-0918-07	TCGA-12-3651-01A-01R-0918-07	TCGA-12-3652-01A-01R-0918-07	TCGA-12-3653-01A-01R-0918-07	TCGA-14-0736-01A-01R-0524-07	TCGA-14-0812-01B-01R-0598-07	TCGA-14-0865-01B-01R-0598-07	TCGA-14-0866-01B-01R-0598-07	TCGA-14-1034-01A-01R-0524-07	TCGA-14-1453-01A-01R-0524-07	TCGA-14-1454-01A-01R-0524-07	TCGA-14-1455-01A-01R-0598-07	TCGA-14-1456-01C-01R-0791-07	TCGA-14-1458-01A-01R-0598-07	TCGA-14-1795-01A-01R-0598-07	TCGA-14-1823-01A-01R-0598-07	TCGA-14-1825-01A-01R-0598-07	TCGA-14-1827-01A-01R-0598-07	TCGA-14-1829-01A-01R-0598-07	TCGA-14-2554-01A-01R-0791-07	TCGA-15-1446-01A-01R-0524-07	TCGA-15-1447-01A-01R-0524-07	TCGA-16-1055-01B-01R-0524-07	TCGA-16-1056-01B-01R-0524-07	TCGA-16-1060-01A-01R-0524-07	TCGA-16-1062-01A-01R-0524-07	TCGA-16-1460-01A-01R-0598-07	TCGA-19-0955-01A-02R-0524-07	TCGA-19-0957-01C-01R-0598-07	TCGA-19-0960-01A-02R-0524-07	TCGA-19-0962-01B-01R-0524-07	TCGA-19-0963-01B-01R-0524-07	TCGA-19-1385-01A-02R-0598-07	TCGA-19-1386-01A-01R-0598-07	TCGA-19-1387-01A-01R-0598-07	TCGA-19-1388-01A-01R-0598-07	TCGA-19-1389-01A-01R-0598-07	TCGA-19-1390-01A-01R-0918-07	TCGA-19-1787-01B-01R-0918-07	TCGA-19-1788-01A-01R-0598-07	TCGA-19-1791-01A-01R-0598-07	TCGA-19-2619-01A-01R-0918-07	TCGA-19-2621-01B-01R-0918-07	TCGA-19-2623-01A-01R-0918-07	TCGA-19-2624-01A-01R-0918-07	TCGA-19-2625-01A-01R-0918-07	TCGA-19-2629-01A-01R-0918-07	TCGA-26-1438-01A-01R-0524-07	TCGA-26-1440-01A-01R-0524-07	TCGA-26-1799-01A-02R-0598-07	TCGA-27-1830-01A-01R-0598-07	TCGA-27-1831-01A-01R-0791-07	TCGA-27-1832-01A-01R-0598-07	TCGA-27-1833-01A-01R-0598-07	TCGA-27-1835-01A-01R-0791-07	TCGA-27-1836-01A-01R-0791-07	TCGA-27-1837-01A-01R-0791-07	TCGA-27-1838-01A-01R-0791-07	TCGA-27-2518-01A-01R-0791-07	TCGA-27-2519-01A-01R-0791-07	TCGA-27-2523-01A-01R-0791-07	TCGA-27-2524-01A-01R-0791-07	TCGA-27-2528-01A-01R-0791-07	TCGA-28-1746-01A-01R-0598-07	TCGA-28-1747-01C-01R-0791-07	TCGA-28-1749-01A-01R-0598-07	TCGA-28-1750-01A-01R-0598-07	TCGA-28-1751-01A-02R-0598-07	TCGA-28-1752-01A-01R-0598-07	TCGA-28-1753-01A-01R-0791-07	TCGA-28-1755-01A-01R-0598-07	TCGA-28-1756-01C-01R-0791-07	TCGA-28-1760-01A-01R-0598-07	TCGA-28-2502-01B-01R-0791-07	TCGA-28-2513-01A-01R-0791-07	TCGA-28-2514-01A-02R-0791-07	TCGA-32-1976-01A-01R-0791-07	TCGA-32-1982-01A-01R-0791-07	TCGA-32-1986-01A-01R-0791-07	TCGA-32-2615-01A-01R-0918-07	TCGA-32-2634-01A-01R-0918-07	TCGA-32-2638-01A-01R-0918-07	TCGA-41-2571-01A-01R-0918-07	TCGA-41-2573-01A-01R-0918-07	TCGA-41-2575-01A-01R-0918-07	TCGA-41-3392-01A-01R-0918-07
412	0.421738	0.677197	0.193252	-1.111435	-0.175562	0.060410	-0.118441	-0.789674	-0.515422	-0.622733	0.413336	-0.141638	-0.723318	0.168598	0.653298	0.825912	-0.075439	0.475157	-0.522031	0.932560	-0.714624	2.095758	0.654034	-0.323653	-0.379306	-1.567383	-0.116594	-1.787560	0.032042	-0.121760	0.043446	2.650967	-0.299441	-0.231970	-0.190352	0.492596	-0.245120	-0.342392	3.829370	-1.601367	0.127494	0.440459	0.506444	-1.034478	-0.542855	0.712221	-0.582232	0.101983	0.551399	-0.287593	-2.069183	-0.947928	-0.030476	0.203931	-0.866664	-0.510106	-0.914300	-1.190617	1.609083	-2.397668	0.221842	-0.547826	-1.039895	0.935517	0.374012	2.437768	-0.748997	-0.388663	-2.380684	0.283701	-1.164327	0.886856	-0.838009	-0.415589	1.567270	-1.380702	0.052080	-0.437227	0.316994	1.217755	1.080522	-0.813545	1.039319	-1.169467	-0.153379	-0.436032	1.310471	-0.351531	0.547208	-0.392562	-0.081156	0.705299	0.584538	1.858132	-0.093342	0.879959	0.391554	0.335293	-1.794935	-0.745780	-0.110396	-0.969329	1.427040	-1.595104	-0.579073	1.118306	0.199782	1.873574	-1.168355	0.127364	-0.015034	1.245403	-0.992136	-0.205718	-0.136672	-0.236420	1.309106	1.350139	1.589615	0.823080	-1.538670	-1.080441	-0.532134	0.285163	0.641890	-0.018543	1.245403	-0.318837	0.734678	-0.804652	-1.066058	0.566409	-0.111276	1.296433	-0.918103	0.129759
414	-0.731428	-1.273781	-0.543622	-0.448358	-0.033376	-0.064504	0.440441	0.601057	0.310645	-1.803943	0.461341	-1.333378	0.416360	-0.604283	0.709270	1.468050	0.603177	0.178241	0.306329	1.033607	-0.160601	-0.059904	0.110027	-0.178189	-0.054451	-0.011719	-0.417310	-0.466987	1.478428	-0.622983	0.394327	-1.860961	-1.487023	-0.977236	0.324352	0.274524	-0.307469	1.074844	1.128912	0.490538	0.541426	-1.059585	-0.000625	-0.923382	-0.417333	1.257132	0.772180	-1.041623	-0.508855	0.421370	-2.717041	1.420355	0.641886	0.741996	0.330452	0.664951	1.110071	1.096592	-0.104976	-0.300047	-0.620219	-1.293186	-0.475922	-0.837767	0.356138	0.398393	1.881876	-0.346907	1.221238	0.295731	1.498912	-0.590534	0.124173	0.319699	-0.209933	0.517042	-2.031520	-1.128647	-0.738262	-0.128148	-1.220276	-0.553580	-0.220595	0.071103	-0.622400	0.888647	0.798987	-0.476747	-1.934483	-5.022718	2.060439	1.503048	0.947821	1.347960	0.480588	0.727305	-1.207205	1.087111	-1.067309	0.360227	0.500927	0.427344	1.109163	-0.937423	1.027855	0.649525	-0.664633	0.949251	0.529726	0.284978	-0.462443	-0.237232	-0.476983	0.766879	0.273316	-0.816866	-0.609527	0.270567	-1.150517	0.337835	-0.559850	-2.198701	1.243502	0.849746	0.738731	1.174007	-0.237232	0.258625	0.976058	0.340040	0.822569	0.036073	-1.238101	-0.702866	1.226797	-0.949129
415	-0.244501	-0.997413	0.532940	-0.679981	-0.090313	0.694628	-0.071212	-0.549515	0.141517	-1.805367	-0.384696	1.310376	-0.087633	-1.449457	0.473874	1.177969	-0.316872	-0.215673	0.930302	1.290300	-1.142675	2.584707	-0.142433	-0.531780	-0.587582	-0.634210	0.113723	-0.397481	0.008659	-0.368429	0.666611	-3.052621	-1.801212	-0.493416	0.938104	0.585685	-1.082566	0.128200	4.028806	-0.503151	-0.883285	0.630860	-0.991470	-0.430788	-0.399892	0.201292	1.295626	0.047634	0.267139	0.424290	0.152490	0.195214	0.327845	1.038032	-0.991024	1.388356	0.642652	0.268759	1.704759	0.486712	-0.110683	0.816075	-0.842184	-2.286220	-1.358028	-0.007945	-0.326853	-0.714937	0.883765	1.511806	0.305561	-1.263939	0.297834	-0.068405	-0.123389	0.136374	-1.504554	-0.669590	-0.672510	-0.612005	0.730203	-0.350905	0.885845	-0.310134	-0.272834	-1.933802	1.140556	-0.279061	0.508995	-1.619575	0.919059	-0.636458	1.709433	0.424884	0.962392	-0.142047	-1.741417	-0.667584	0.084362	0.395743	0.847951	1.002386	1.721307	-0.325292	1.752325	0.193747	0.016312	1.096007	0.372297	-1.254045	-0.782444	0.693954	0.546314	-0.688856	0.140769	1.033931	-0.601699	0.216525	1.692923	0.119073	-1.670695	-1.265042	-1.027083	0.632283	-0.715200	0.326081	0.693954	1.720375	-0.256454	-0.660830	0.813414	-1.344194	-0.505165	-0.571964	0.193208	-0.705412
419	-0.558160	-1.064251	0.483821	-0.651860	-0.307910	0.256095	0.178954	0.703881	-1.029414	-1.379339	0.300750	-0.853293	-0.836597	1.954945	-0.601008	2.008907	0.421065	0.141681	0.251499	-0.237969	-0.100925	-1.134069	0.375585	-1.057978	0.197363	1.482785	-0.622488	0.600765	-0.536437	-0.060442	1.194609	-1.780442	-0.069967	0.615875	0.614788	-0.645804	-0.759027	0.335114	-1.506827	1.880260	-0.311751	0.734728	-1.233066	-0.758440	-0.106386	0.370550	1.713608	-0.848212	-1.512724	2.427066	1.141593	0.618335	-0.739427	2.223492	-0.734617	-0.187801	1.112955	1.287519	-0.373247	0.872207	-0.853045	-1.529917	-1.106016	-0.736664	-1.357997	-1.017343	-1.516481	2.171676	0.297393	-0.788650	0.531118	-0.002751	-0.298025	0.547380	-1.278771	1.707652	-1.026904	-0.763191	-1.275206	1.587376	0.244391	0.495083	-0.304310	1.510903	-0.851435	-0.023378	-1.060513	-0.443790	-1.557234	0.823983	-1.099808	1.592236	-1.538003	-1.822159	-0.708860	-0.087419	-0.873609	-0.285965	-0.676706	1.859054	-0.733767	0.495592	-0.612948	1.013323	0.251528	0.618946	0.819912	-0.687207	0.963040	-0.563672	0.974738	-0.140916	0.923745	-1.310915	-0.130268	1.498771	0.014106	1.259669	0.352442	-0.371036	0.643370	-0.037734	1.289765	-0.408267	0.046433	-0.115926	-0.140916	0.054618	-0.390376	-0.008177	-0.301097	1.955923	-1.653136	0.319873	1.979718	-0.254160
421	-0.712439	0.815847	-0.304725	0.105620	-1.232003	-1.091075	0.512003	0.112733	-0.162623	1.062972	-1.098117	-0.024881	0.512857	-0.204661	-0.181508	0.675032	-0.760131	-0.242471	0.584747	-1.449268	1.306319	-1.342366	1.885983	-0.620794	0.782020	0.063903	-0.990768	0.279105	-0.036283	-0.740677	-0.581809	1.203076	0.690837	2.042295	-0.238504	-1.701599	-1.225443	1.058663	-0.119239	-0.668714	-0.834090	0.888166	0.180251	-0.585513	0.571619	-0.622714	-0.531811	0.165755	-1.544266	-0.058657	0.587268	-0.497277	-1.510657	-0.486607	-0.084351	-0.304553	0.174504	-0.818284	-1.397754	0.064061	0.757786	1.455259	0.058888	-0.708496	0.994981	-1.237272	0.525634	-1.701818	-2.310081	0.557790	1.606857	1.250072	-0.547723	-1.349849	1.282720	-1.432110	0.217288	-0.430786	0.044764	1.446176	-0.574396	-0.546763	-3.236719	1.323172	0.399842	-0.262622	-1.870181	1.734656	-1.218955	0.415419	0.081253	0.806845	0.766834	-0.038386	2.685194	-0.290184	-0.310349	-1.085781	2.004719	0.491385	-0.259101	-0.725846	0.353536	0.011902	-0.815363	0.697666	0.708549	-0.456444	1.323746	1.293765	1.030445	-0.281999	-0.396482	1.803509	1.253435	2.080060	0.778392	-0.403565	-0.215783	0.532077	1.631304	0.512231	0.258579	-1.414877	-0.426890	0.687210	-0.281999	-0.988740	-1.323440	-0.478605	0.786466	0.827117	0.402474	0.028725	-0.987002	-0.619121
427	-0.697895	1.152008	-0.568641	-0.202235	0.320558	-0.776402	-0.728648	1.063375	-0.121598	1.029748	1.703928	-0.256609	-1.429831	-0.237107	0.590211	0.226306	-1.430831	-0.496369	-0.340116	0.676843	0.523081	0.338107	0.147466	-0.919497	2.043748	3.373435	0.094789	-0.398127	1.300889	0.227925	0.917232	-1.706985	-1.402085	-1.408204	-0.571260	1.032998	0.738483	2.550258	-0.227472	-1.282559	0.725982	2.053592	0.409456	1.215021	-1.650933	0.963909	0.504996	0.459867	-2.492161	0.842365	-0.020206	1.609554	1.413287	0.236315	-0.443115	0.667384	0.365234	0.072835	-0.911904	-0.661633	-1.095669	0.540374	-0.715653	0.512371	-2.108470	-0.706605	0.103212	0.587003	0.219597	0.462319	0.606222	-1.497952	0.877619	-0.493619	0.181062	-0.948032	0.239099	0.214815	0.714513	-0.077335	0.353951	0.234066	-0.468085	-0.369827	0.411738	-0.014422	0.059334	-0.364485	-0.872652	-0.506838	0.862025	-0.034957	-0.027457	0.664975	-1.537457	-1.675093	1.229397	-0.250974	-0.558874	-1.448291	0.283477	-1.019553	-2.252357	-0.274069	-0.434005	-0.331496	0.530075	-1.244322	-0.265616	0.252802	-0.769907	-1.479341	-0.489134	1.218555	0.809598	0.406988	-0.035299	0.185094	1.025664	2.666002	-2.058216	0.767845	-0.119681	0.890980	0.250052	-1.372957	-1.479341	0.922608	0.092289	-1.062042	0.290069	-0.213972	0.287569	0.990502	-0.125090	-0.353484
429	-1.265845	-0.151296	-0.198505	1.328382	-3.390253	-1.303724	-0.726197	-0.297498	1.236446	1.397205	0.879171	-1.097397	0.217150	-0.423668	-0.765121	0.586135	0.838886	-0.244381	0.833506	-2.122484	-0.161106	-2.343020	0.600628	-0.255061	0.129429	0.030607	1.008448	1.031865	0.980600	-0.048506	0.085986	-3.837718	1.348951	1.664513	0.211992	0.449332	-0.413051	0.679346	0.431563	-0.541214	-0.380772	0.617954	0.468905	0.240260	-0.451895	0.128480	0.908221	1.027524	0.321905	-0.098978	1.451327	0.810509	-0.313850	-1.132514	0.240425	0.115189	0.411073	-0.004747	-0.292798	-0.072547	0.126502	0.450313	0.165416	0.402845	-0.131012	-0.136075	0.575629	0.994929	-0.008861	0.379971	0.615739	0.281564	-0.082673	0.355614	-0.320330	-0.531088	0.146201	-0.845326	1.301572	0.326184	0.065743	0.228084	-2.127516	0.652210	0.623097	0.624995	-3.091432	0.585194	-1.292640	0.225948	1.073726	0.920002	0.615890	-1.536309	-0.133155	-2.308771	0.696586	-0.259571	-0.453873	0.183226	-0.116771	0.217631	-3.549973	-0.039557	-1.120967	0.637564	0.735032	0.841044	0.964461	-0.348188	0.710982	-1.016537	1.095156	1.207269	0.881233	0.597147	0.449364	-1.452204	0.394301	-0.002304	0.747779	1.363192	-0.262973	-0.277619	-1.019702	-0.776033	-1.016537	-0.730780	-0.022874	0.139628	-0.230306	-1.136628	0.037097	0.114312	0.821901	1.428542
430	0.265359	0.547747	0.558862	0.721219	1.235403	-0.333233	-1.986449	-0.308676	-0.201078	1.330564	0.503901	-0.512454	-0.338193	0.696128	0.056400	0.784415	0.490983	-0.367750	0.160648	-0.229316	-0.020667	0.192041	-0.780335	0.654532	1.833353	1.569045	-0.351239	-0.013299	-0.185796	-0.279044	-0.666914	-2.283867	-0.228231	-1.607529	-0.599661	1.301113	0.677042	-0.981796	-2.239316	-0.129892	2.160626	0.894068	0.165833	0.775651	-0.223715	0.884564	0.077080	0.010726	-0.541499	-0.780240	0.473863	0.171746	1.526812	0.773336	1.295827	1.240911	-1.950780	0.841357	0.025631	0.400606	-1.418494	0.082260	-0.170475	-0.931119	-0.365901	1.281473	-1.097223	0.071238	-0.012641	0.988947	-0.083819	-1.573135	1.353803	0.458692	0.550838	-1.760402	-0.179847	-0.076655	0.661586	0.071814	-0.973088	-0.960633	0.412264	-1.955850	-0.580172	1.984137	1.357526	-0.770210	1.594378	-1.058204	-1.908234	-1.383704	-0.622402	0.615278	-2.008771	0.029119	1.267901	2.446211	0.063988	0.068042	0.225218	0.305132	0.647367	-0.949305	-2.043473	0.521828	0.853926	0.435965	-0.481301	0.718573	-0.394997	0.094057	-2.083484	-0.395331	1.355214	-1.509783	1.287535	0.624661	1.209939	0.248478	-2.628864	-1.115296	0.879494	0.619374	0.573742	-0.753989	0.094057	0.176944	-0.019361	-0.076474	-1.153010	0.152677	-0.108659	0.360335	0.027024	-0.323150
432	-1.333473	0.259915	0.484650	-0.256848	0.932847	-0.762527	0.222875	0.035580	-0.489190	1.223349	-2.137891	0.671546	0.615679	-0.673518	1.146966	0.182711	0.449609	0.970594	0.300868	-1.099274	-0.069920	-0.019964	0.948394	-0.326521	0.798075	0.344667	-0.796420	0.304424	-0.707491	0.963542	0.346482	-0.182280	0.830819	2.334798	0.100205	-0.978308	0.110103	1.179384	-1.972119	0.984718	-0.477367	0.497304	1.076409	0.809233	-2.016728	-0.402588	-1.531997	-0.070623	1.776880	-1.064593	0.824620	-0.662084	-0.054730	0.213478	0.310450	-1.102107	-0.258423	-0.994950	0.929719	-1.660669	-0.023488	0.338988	-0.430840	1.102501	1.776059	-0.185986	0.084747	-1.411189	-0.822694	0.774242	0.155475	1.365843	-1.435151	-0.583261	1.363555	0.270365	0.184171	-0.487782	0.385939	-4.036113	0.771667	0.171335	0.230253	1.773534	-0.055946	-0.773061	0.339856	0.642500	-1.837654	0.700781	-2.273889	1.556491	-2.089291	-1.521391	2.182704	-0.302106	-1.828343	0.464005	0.055025	0.871932	-0.009627	0.304187	2.107236	0.201294	-0.988403	-1.846526	-0.080567	-1.208872	0.092478	-0.677506	0.463660	0.500431	-0.261898	0.384597	-0.813780	-0.061154	0.825771	0.148110	-0.288882	0.832634	-0.494989	0.289037	-0.100923	0.131142	0.164205	-0.356272	0.500431	0.644281	-0.296459	0.581189	0.223973	0.552230	0.732692	0.330104	0.498178	-1.564080
435	-0.135986	-1.531911	0.454746	-1.009206	0.788378	0.815967	-0.777406	-0.948983	0.391368	-1.576214	0.816365	0.109584	-0.387947	-0.391527	0.148172	0.851638	0.160650	0.763442	-0.629539	1.564399	-0.286492	-0.515635	-1.518787	-0.395628	-1.636539	-0.469374	-0.589115	-1.321621	0.224412	0.958244	-0.437018	-1.311941	-0.959347	0.228146	0.173645	1.406070	-1.032816	-0.520035	0.605245	-0.930711	0.103470	-0.051544	-0.788692	-0.166075	-0.233586	-0.095280	0.056552	-0.615884	-0.596906	1.368820	0.342595	-0.294568	0.676758	0.699699	3.580355	-0.535393	-1.312852	0.947786	0.327173	0.449169	-0.807522	0.708833	-1.743171	-0.695579	-0.630736	3.076085	1.064743	1.657086	1.773513	0.791030	-0.075413	-1.079626	-0.461424	-0.904190	0.309802	-0.306542	-0.921272	0.205973	1.048167	-1.430894	0.674332	0.263656	1.962474	0.710557	0.285692	-0.172986	1.348118	-0.847794	-0.042355	-0.769042	0.587898	1.168587	-0.785204	1.120983	-0.810399	-0.689464	-1.310052	0.878277	0.228516	0.639613	0.497064	1.795375	-1.197221	-1.403686	-0.184540	-1.682305	-0.394187	0.011847	-0.594420	-0.307066	1.218547	2.177541	-0.466324	-0.813067	0.320152	-0.324155	-0.883480	-0.071146	-0.747030	-0.109751	-1.406338	-2.116452	0.531143	1.464527	0.745547	-0.778739	2.177541	1.166698	0.179990	0.325092	-1.202643	0.415660	0.273508	-0.775789	-0.272689	1.402236
439	-1.178004	-1.256278	-0.465334	-0.591573	0.867952	-0.231105	0.290719	-0.389470	1.115886	-0.625240	0.642555	0.062092	-1.271063	-1.037955	-1.006066	2.060177	1.030392	-0.455838	-0.220537	-0.258224	0.122866	-0.639488	-1.034413	-0.403217	-1.004764	0.299612	-0.648368	-0.980306	-0.194407	-1.181920	0.931204	-1.199446	-0.325259	1.118548	0.929058	0.101650	-1.363891	-0.511447	0.974434	0.988929	-1.208925	0.737636	0.948343	0.210059	0.422477	0.267379	0.925984	0.549639	0.825047	0.363971	1.542160	-0.052698	-0.393728	0.748355	1.786951	-0.383978	-0.122012	0.378333	1.083411	1.312038	0.221347	0.502595	-1.126838	-0.572810	-0.224927	0.987259	0.667049	1.020071	2.346110	1.266832	0.360895	0.226091	-1.058703	-0.450436	-0.488650	0.417953	-0.595080	-0.725447	-0.402558	-0.649677	-0.171471	-0.003591	-0.172877	1.001754	0.602875	0.331685	-0.126756	-0.276845	-0.077735	-0.033197	1.118111	-0.260109	-1.197284	-0.164310	-1.416029	-1.195571	0.739922	-1.530980	-0.438971	0.819643	-0.025158	1.365266	-1.394946	0.360939	-0.520020	-2.220033	-1.524532	-1.370356	0.173768	-1.843160	0.806941	3.019949	0.836722	-0.864425	-0.026396	0.273704	-2.063566	-0.780354	-0.381870	-0.233544	-0.825947	-1.355729	-0.523263	2.057210	0.281955	0.335059	3.019949	2.544246	-1.999444	-0.024630	-0.675856	0.939954	-0.878787	-0.050194	0.007787	1.286519
440	0.796843	-0.866969	-0.229938	1.118875	0.735739	-0.185175	0.358181	0.393607	1.117560	-0.176975	0.082149	-1.043313	1.403316	-0.608004	-0.147950	-0.799789	0.191735	-0.718190	0.521972	0.054154	0.305732	0.403748	0.432701	-0.021910	-1.579779	0.329019	0.644163	2.235194	0.731530	-0.284434	-0.603714	-0.319627	0.147248	-1.769951	0.638437	-0.265561	0.178479	-0.340423	2.958755	-0.852069	-1.135140	0.075439	1.604645	-0.014500	1.054934	-0.446625	-1.568967	-0.801244	0.510498	-1.336972	0.343312	-1.462362	-1.877716	-0.295176	-1.061706	-0.892964	-0.885708	-0.045711	-2.176429	-0.132311	0.537815	0.101956	-1.279499	1.109212	1.443004	-0.736227	0.228724	0.507369	0.930923	-1.384861	-0.277365	0.369612	1.442320	0.193427	-1.593960	0.470621	0.224661	-0.677844	1.644514	-1.461314	1.996199	1.358582	-1.516867	0.807129	0.804952	0.769178	-0.885708	1.597792	0.346940	-1.001882	-0.474417	-0.379422	-1.909717	1.043116	2.254493	-1.367594	-0.017184	-0.137390	-0.621752	1.528847	1.042816	0.936450	-1.413173	-1.193088	0.426110	-0.853768	1.331123	-0.047658	-0.490297	-0.652041	-0.728958	-0.607632	-1.098380	0.920982	0.663756	-0.458816	1.425589	-0.051008	-1.240907	0.018374	1.418478	0.679139	-1.584714	-0.050706	-0.239009	0.822017	-0.607632	-0.782075	-0.558506	-0.593703	0.224307	-0.563298	2.262693	0.869035	-0.351485	0.716942
443	1.207318	-0.874357	0.684313	-0.970908	0.500533	-0.705201	-0.949162	1.054896	0.082463	-0.377297	1.678981	-1.924618	0.009388	2.720501	0.647317	-1.182373	-1.686834	-0.315006	0.269803	-0.188905	1.051195	0.572298	0.722656	-0.492826	-0.614437	1.104613	0.434314	0.864703	-0.055245	-0.149939	1.034459	-1.812989	-0.129138	-0.831120	-0.614387	0.612392	0.301188	1.321244	1.234691	-1.399646	0.547058	1.314116	0.507287	1.914026	-1.433692	0.671005	-1.079222	-0.083900	-0.532520	0.142727	-0.695966	1.714198	0.789420	-1.840437	-0.629862	1.322100	-0.942809	-0.015265	-1.097295	0.301538	-0.105557	0.795303	0.124639	0.297409	-1.654866	-0.259577	-0.270289	0.858562	0.892919	-1.641090	0.449325	0.602721	0.717281	0.292969	-1.104189	-0.997615	0.412592	-0.813212	0.987379	0.799121	0.241980	-0.034274	-0.355011	-1.038399	0.806366	0.484343	1.151526	-0.146537	-0.158495	1.451034	-0.094028	-1.323651	0.960345	-0.336198	-0.628655	-1.734447	0.982782	-2.315816	0.181953	-0.246177	0.969266	-0.150991	0.181173	-2.755165	1.485026	0.385779	0.744612	-0.704743	1.535898	1.067686	-0.499423	-2.104823	-0.119517	-0.273366	0.642088	0.098321	0.070703	0.705906	0.671978	0.438754	-1.757311	0.954723	-0.756498	-0.202564	0.058303	-0.122166	-2.104823	-1.839710	0.547627	-0.364244	0.996104	-1.333155	1.333357	0.361680	0.565715	-0.666050
444	1.015799	-0.011523	0.492305	0.145267	-2.500827	-0.871586	-0.771923	0.271001	-0.165199	-0.720164	0.389024	0.619345	2.056588	-0.967837	0.462584	-0.030833	-0.629964	0.744217	0.386236	2.760187	-0.474390	-0.587253	-0.313923	-0.681576	0.752998	-1.322083	1.101550	1.562192	1.183713	-0.594489	-0.676058	0.188424	0.402431	-1.554658	-1.191009	-0.571679	0.122662	1.969530	2.389387	-1.124007	-0.559995	1.013098	-0.512982	0.977438	-0.884312	1.016688	-1.053234	1.248936	0.749045	0.327260	-0.699025	0.028124	2.077579	-0.634660	-1.576640	0.899080	-0.739713	-0.250596	0.320356	-0.116705	-1.538970	-0.913677	1.323566	1.869305	-0.017309	-1.525146	-0.591405	0.785922	0.107714	-0.446033	-0.554211	0.781442	-0.388552	-0.317068	-0.249292	0.745255	-1.358449	0.263999	0.097777	-1.146401	-0.309949	0.057407	-0.265130	-1.357856	0.499096	1.574025	0.844503	-2.004127	0.848114	1.617628	1.478516	0.334527	0.853156	0.956971	-1.089517	0.911589	-0.249210	0.000161	-0.012742	-0.622698	-0.250003	0.191390	1.870639	-0.424263	-0.729893	2.215633	0.627413	-0.086537	1.003964	0.091431	-1.096953	-0.799301	-1.071147	1.048129	-0.831483	-1.246478	-0.701598	-1.656547	0.392612	-0.565272	0.781769	0.054651	-1.444171	-0.244781	-0.820064	-0.161284	-0.799301	0.165436	1.996138	-0.143467	-0.933943	-1.436852	-0.662541	0.671777	-0.704809	-0.177429
